,year,country,admin1,admin2,hhid,hhweight,urban,hhsize,head_age,head_male,head_literate,nrooms,tv,music,fridge,exp,totbiom_cons,elec_cons,gas_cons,frwd_exp,frwd_cons,petrol_exp,scooter,car,publictransport_exp,publictransport,washmach,elec_any
183,2011,IND,Jammu and Kashmir,Srinagar,103070101,1844.57654723,1,4.0,47.0,1.0,1.0,7.0,1,,1,2852.173306550125,0.0,2.7,2.2741935483870974,0.0,0.0,0.0,0,1,315.2982888298,1,1,1
184,2011,IND,Jammu and Kashmir,Srinagar,103070301,1844.57654723,1,5.0,58.0,1.0,0.0,,1,,1,4073.9842041740603,0.0,1.7280000000000002,1.8193548387096778,0.0,0.0,1351.27838069914,0,1,360.34090151977,1,1,1
185,2011,IND,Jammu and Kashmir,Srinagar,103070601,1844.57654723,1,6.0,60.0,1.0,0.0,,1,,1,2094.3313480413667,0.0,1.8,1.2735483870967734,0.0,0.0,0.0,0,0,150.1420422999045,1,1,1
186,2011,IND,Jammu and Kashmir,Srinagar,103070701,1844.57654723,1,3.0,46.0,1.0,1.0,7.0,1,,1,8487.629745908467,0.0,5.760000000000001,2.547096774193547,0.0,0.0,900.852253799427,0,0,150.14204229990432,1,1,1
187,2011,IND,Jammu and Kashmir,Srinagar,103070801,1844.57654723,1,4.0,67.0,1.0,0.0,4.0,1,,1,3706.10617213085,0.0,2.7,1.91032258064516,0.0,0.0,1801.70450759885,0,1,225.21306344985675,1,1,1
188,2011,IND,Jammu and Kashmir,Srinagar,103070901,1844.57654723,1,7.0,42.0,1.0,1.0,6.0,1,,1,2016.4076280877143,0.0,0.9257142857142858,0.7017511520737328,0.0,0.0,0.0,0,0,64.34658955710185,1,1,1
189,2011,IND,Jammu and Kashmir,Srinagar,103071101,1844.57654723,1,4.0,35.0,1.0,1.0,4.0,1,,1,5181.7021638543,0.0,2.7,2.13774193548387,0.0,0.0,0.0,0,0,495.468739589685,1,1,1
190,2011,IND,Jammu and Kashmir,Srinagar,103071301,1844.57654723,1,5.0,45.0,1.0,0.0,3.0,1,,1,2245.7045550881403,0.0,2.16,1.5282580645161281,0.0,0.0,0.0,0,0,36.034090151977,1,1,1
191,2011,IND,Jammu and Kashmir,Srinagar,103071401,1844.57654723,1,7.0,59.0,1.0,0.0,5.0,1,,1,2314.761315000814,0.0,1.542857142857143,1.0916129032258057,0.0,0.0,0.0,0,0,128.69317911420384,1,1,1
192,2011,IND,Jammu and Kashmir,Srinagar,103071501,1844.57654723,1,4.0,49.0,1.0,1.0,,1,,1,3910.5996337433,0.0,2.7,1.91032258064516,0.0,0.0,0.0,0,0,225.21306344985675,1,1,1
193,2011,IND,Jammu and Kashmir,Srinagar,103080101,1844.57654723,1,,71.0,0.0,0.0,3.0,1,,0,,,,,,,0.0,0,0,,1,0,1
