"","year","country","region","variable","value","hc_key"
"441",2018,"NGA","Niger","totbiom_cons",15,NA
"442",2018,"NGA","Ogun","totbiom_cons",8,NA
"443",2018,"NGA","Ondo","totbiom_cons",16,NA
"444",2018,"NGA","Osun","totbiom_cons",23,NA
"445",2018,"NGA","Oyo","totbiom_cons",36,NA
"446",2018,"NGA","Plateau","totbiom_cons",4,NA
"447",2018,"NGA","Rivers","totbiom_cons",8,NA
"448",2018,"NGA","Sokoto","totbiom_cons",21,NA
"449",2018,"NGA","Taraba","totbiom_cons",22,NA
"450",2018,"NGA","Yobe","totbiom_cons",19,NA
"451",2018,"NGA","Zamfara","totbiom_cons",16,NA
"452",2019,"KHM","Banteay Meanchey","elec_cons",632,"kh-om"
"453",2019,"KHM","Battambang","elec_cons",403,"kh-ba"
"454",2019,"KHM","Kampong Cham","elec_cons",490,"kh-km"
"455",2019,"KHM","Kampong Chhnang","elec_cons",506,"kh-kg"
"456",2019,"KHM","Kampong Speu","elec_cons",361,"kh-kn"
"457",2019,"KHM","Kampong Thom","elec_cons",454,"kh-ks"
"458",2019,"KHM","Kampot","elec_cons",549,"kh-ka"
"459",2019,"KHM","Kandal","elec_cons",811,"kh-ro"
"460",2019,"KHM","Kep","elec_cons",501,"kh-kk"
"461",2019,"KHM","Koh Kong","elec_cons",691,"kh-py"
"462",2019,"KHM","Kratie","elec_cons",339,"kh-st"
"463",2019,"KHM","Mondul Kiri","elec_cons",334,"kh-mk"
"464",2019,"KHM","Oddar Meanchey","elec_cons",331,"kh-om"
"465",2019,"KHM","Pailin","elec_cons",568,"kh-po"
"466",2019,"KHM","Phnom Penh","elec_cons",1062,"kh-pp"
"467",2019,"KHM","Preah Sihanouk","elec_cons",791,"kh-si"
"468",2019,"KHM","Preah Vihear","elec_cons",234,"kh-pl"
"469",2019,"KHM","Prey Veng","elec_cons",396,"kh-kt"
"470",2019,"KHM","Pursat","elec_cons",365,"kh-ph"
"471",2019,"KHM","Ratanak Kiri","elec_cons",418,"kh-mk"
"472",2019,"KHM","Siemreap","elec_cons",410,"kh-si"
"473",2019,"KHM","Stung Treng","elec_cons",409,"kh-st"
"474",2019,"KHM","Svay Rieng","elec_cons",623,"kh-kp"
"475",2019,"KHM","Takeo","elec_cons",369,"kh-ta"
"476",2019,"KHM","Banteay Meanchey","gas_cons",170,"kh-om"
"477",2019,"KHM","Battambang","gas_cons",186,"kh-ba"
"478",2019,"KHM","Kampong Cham","gas_cons",207,"kh-km"
"479",2019,"KHM","Kampong Chhnang","gas_cons",104,"kh-kg"
"480",2019,"KHM","Kampong Speu","gas_cons",185,"kh-kn"
"481",2019,"KHM","Kampong Thom","gas_cons",150,"kh-ks"
"482",2019,"KHM","Kampot","gas_cons",247,"kh-ka"
"483",2019,"KHM","Kandal","gas_cons",297,"kh-ro"
"484",2019,"KHM","Kep","gas_cons",386,"kh-kk"
"485",2019,"KHM","Koh Kong","gas_cons",411,"kh-py"
"486",2019,"KHM","Kratie","gas_cons",232,"kh-st"
"487",2019,"KHM","Mondul Kiri","gas_cons",299,"kh-mk"
"488",2019,"KHM","Oddar Meanchey","gas_cons",83,"kh-om"
"489",2019,"KHM","Pailin","gas_cons",211,"kh-po"
"490",2019,"KHM","Phnom Penh","gas_cons",523,"kh-pp"
"491",2019,"KHM","Preah Sihanouk","gas_cons",457,"kh-si"
"492",2019,"KHM","Preah Vihear","gas_cons",164,"kh-pl"
"493",2019,"KHM","Prey Veng","gas_cons",167,"kh-kt"
"494",2019,"KHM","Pursat","gas_cons",178,"kh-ph"
"495",2019,"KHM","Ratanak Kiri","gas_cons",164,"kh-mk"
"496",2019,"KHM","Siemreap","gas_cons",103,"kh-si"
"497",2019,"KHM","Stung Treng","gas_cons",76,"kh-st"
"498",2019,"KHM","Svay Rieng","gas_cons",324,"kh-kp"
"499",2019,"KHM","Takeo","gas_cons",252,"kh-ta"
"500",2019,"KHM","Banteay Meanchey","totbiom_cons",1372,"kh-om"
"501",2019,"KHM","Battambang","totbiom_cons",1545,"kh-ba"
"502",2019,"KHM","Kampong Cham","totbiom_cons",1819,"kh-km"
"503",2019,"KHM","Kampong Chhnang","totbiom_cons",1991,"kh-kg"
"504",2019,"KHM","Kampong Speu","totbiom_cons",1043,"kh-kn"
"505",2019,"KHM","Kampong Thom","totbiom_cons",1443,"kh-ks"
"506",2019,"KHM","Kampot","totbiom_cons",792,"kh-ka"
"507",2019,"KHM","Kandal","totbiom_cons",935,"kh-ro"
"508",2019,"KHM","Kep","totbiom_cons",853,"kh-kk"
"509",2019,"KHM","Koh Kong","totbiom_cons",802,"kh-py"
"510",2019,"KHM","Kratie","totbiom_cons",1518,"kh-st"
"511",2019,"KHM","Mondul Kiri","totbiom_cons",1218,"kh-mk"
"512",2019,"KHM","Oddar Meanchey","totbiom_cons",1901,"kh-om"
"513",2019,"KHM","Pailin","totbiom_cons",970,"kh-po"
"514",2019,"KHM","Phnom Penh","totbiom_cons",291,"kh-pp"
"515",2019,"KHM","Preah Sihanouk","totbiom_cons",640,"kh-si"
"516",2019,"KHM","Preah Vihear","totbiom_cons",1758,"kh-pl"
"517",2019,"KHM","Prey Veng","totbiom_cons",1606,"kh-kt"
"518",2019,"KHM","Pursat","totbiom_cons",1538,"kh-ph"
"519",2019,"KHM","Ratanak Kiri","totbiom_cons",1458,"kh-mk"
"520",2019,"KHM","Siemreap","totbiom_cons",1012,"kh-si"
"521",2019,"KHM","Stung Treng","totbiom_cons",1325,"kh-st"
"522",2019,"KHM","Svay Rieng","totbiom_cons",1281,"kh-kp"
"523",2019,"KHM","Takeo","totbiom_cons",1630,"kh-ta"
"524",2019,"NPL","Central","elec_cons",917,NA
"525",2019,"NPL","East","elec_cons",561,NA
"526",2019,"NPL","Far-Western","elec_cons",407,NA
"527",2019,"NPL","Mid-Western","elec_cons",174,NA
"528",2019,"NPL","West","elec_cons",380,NA
"529",2019,"NPL","Central","gas_cons",1034,NA
"530",2019,"NPL","East","gas_cons",500,NA
"531",2019,"NPL","Far-Western","gas_cons",578,NA
"532",2019,"NPL","Mid-Western","gas_cons",450,NA
"533",2019,"NPL","West","gas_cons",812,NA
"534",2019,"NPL","Central","totbiom_cons",3047,NA
"535",2019,"NPL","East","totbiom_cons",2176,NA
"536",2019,"NPL","Far-Western","totbiom_cons",1949,NA
"537",2019,"NPL","Mid-Western","totbiom_cons",3481,NA
"538",2019,"NPL","West","totbiom_cons",2185,NA
"539",2019,"UGA","ABIM","elec_cons",21,NA
"540",2019,"UGA","AGAGO","elec_cons",11,NA
"541",2019,"UGA","ALEBTONG","elec_cons",7,NA
"542",2019,"UGA","APAC","elec_cons",13,NA
"543",2019,"UGA","ARUA","elec_cons",6,NA
"544",2019,"UGA","BUDUDA","elec_cons",19,NA
"545",2019,"UGA","BUGIRI","elec_cons",10,NA
"546",2019,"UGA","BUHWEJU","elec_cons",41,NA
"547",2019,"UGA","BUIKWE","elec_cons",17,NA
"548",2019,"UGA","BUKEDEA","elec_cons",10,NA
"549",2019,"UGA","BUKOMANSIMBI","elec_cons",53,NA
"550",2019,"UGA","BULAMBULI","elec_cons",33,NA
"551",2019,"UGA","BUNYANGABU","elec_cons",9,NA
"552",2019,"UGA","BUSHENYI","elec_cons",65,NA
"553",2019,"UGA","BUSIA","elec_cons",15,NA
"554",2019,"UGA","BUTALEJA","elec_cons",36,NA
"555",2019,"UGA","BUTAMBALA","elec_cons",54,NA
"556",2019,"UGA","BUVUMA","elec_cons",5,NA
"557",2019,"UGA","BUYENDE","elec_cons",15,NA
"558",2019,"UGA","DOKOLO","elec_cons",6,NA
"559",2019,"UGA","GULU","elec_cons",23,NA
"560",2019,"UGA","HOIMA","elec_cons",61,NA
"561",2019,"UGA","IBANDA","elec_cons",30,NA
"562",2019,"UGA","IGANGA","elec_cons",45,NA
"563",2019,"UGA","ISINGIRO","elec_cons",23,NA
"564",2019,"UGA","JINJA","elec_cons",36,NA
"565",2019,"UGA","KAABONG","elec_cons",5,NA
"566",2019,"UGA","KABALE","elec_cons",42,NA
"567",2019,"UGA","KABAROLE","elec_cons",7,NA
"568",2019,"UGA","KAGADI","elec_cons",6,NA
"569",2019,"UGA","KAKUMIRO","elec_cons",8,NA
"570",2019,"UGA","KALIRO","elec_cons",4,NA
"571",2019,"UGA","KALUNGU","elec_cons",72,NA
"572",2019,"UGA","KAMPALA","elec_cons",169,NA
"573",2019,"UGA","KAMULI","elec_cons",32,NA
"574",2019,"UGA","KAMWENGE","elec_cons",21,NA
"575",2019,"UGA","KANUNGU","elec_cons",22,NA
"576",2019,"UGA","KASESE","elec_cons",27,NA
"577",2019,"UGA","KASSANDA","elec_cons",5,NA
"578",2019,"UGA","KATAKWI","elec_cons",29,NA
"579",2019,"UGA","KAYUNGA","elec_cons",24,NA
"580",2019,"UGA","KIBOGA","elec_cons",18,NA
"581",2019,"UGA","KIKUUBE","elec_cons",12,NA
"582",2019,"UGA","KIRUHURA","elec_cons",22,NA
"583",2019,"UGA","KISORO","elec_cons",35,NA
"584",2019,"UGA","KITGUM","elec_cons",102,NA
"585",2019,"UGA","KOBOKO","elec_cons",44,NA
"586",2019,"UGA","KOLE","elec_cons",25,NA
"587",2019,"UGA","KOTIDO","elec_cons",6,NA
"588",2019,"UGA","KUMI","elec_cons",21,NA
"589",2019,"UGA","KWEEN","elec_cons",13,NA
"590",2019,"UGA","KYANKWANZI","elec_cons",12,NA
"591",2019,"UGA","KYEGEGWA","elec_cons",11,NA
"592",2019,"UGA","KYENJOJO","elec_cons",17,NA
"593",2019,"UGA","KYOTERA","elec_cons",61,NA
"594",2019,"UGA","LIRA","elec_cons",13,NA
"595",2019,"UGA","LUUKA","elec_cons",12,NA
"596",2019,"UGA","LUWERO","elec_cons",95,NA
"597",2019,"UGA","LWENGO","elec_cons",28,NA
"598",2019,"UGA","MANAFWA","elec_cons",18,NA
"599",2019,"UGA","MASAKA","elec_cons",11,NA
"600",2019,"UGA","MASINDI","elec_cons",53,NA
"601",2019,"UGA","MAYUGE","elec_cons",21,NA
"602",2019,"UGA","MBALE","elec_cons",103,NA
"603",2019,"UGA","MBARARA","elec_cons",88,NA
"604",2019,"UGA","MITOOMA","elec_cons",40,NA
"605",2019,"UGA","MITYANA","elec_cons",43,NA
"606",2019,"UGA","MOROTO","elec_cons",13,NA
"607",2019,"UGA","MOYO","elec_cons",19,NA
"608",2019,"UGA","MPIGI","elec_cons",101,NA
"609",2019,"UGA","MUBENDE","elec_cons",41,NA
"610",2019,"UGA","MUKONO","elec_cons",23,NA
"611",2019,"UGA","NAKAPIRIPIRIT","elec_cons",5,NA
"612",2019,"UGA","NAKASEKE","elec_cons",102,NA
"613",2019,"UGA","NAMAYINGO","elec_cons",15,NA
"614",2019,"UGA","NAMISINDWA","elec_cons",8,NA
"615",2019,"UGA","NAMUTUMBA","elec_cons",16,NA
"616",2019,"UGA","NEBBI","elec_cons",26,NA
"617",2019,"UGA","NTOROKO","elec_cons",7,NA
"618",2019,"UGA","NTUNGAMO","elec_cons",46,NA
"619",2019,"UGA","OTUKE","elec_cons",35,NA
"620",2019,"UGA","OYAM","elec_cons",1,NA
"621",2019,"UGA","PADER","elec_cons",17,NA
"622",2019,"UGA","PAKWACH","elec_cons",3,NA
"623",2019,"UGA","PALLISA","elec_cons",2,NA
"624",2019,"UGA","RAKAI","elec_cons",18,NA
"625",2019,"UGA","RUBANDA","elec_cons",10,NA
"626",2019,"UGA","RUKIGA","elec_cons",42,NA
"627",2019,"UGA","RUKUNGIRI","elec_cons",25,NA
"628",2019,"UGA","SHEEMA","elec_cons",78,NA
"629",2019,"UGA","SIRONKO","elec_cons",2,NA
"630",2019,"UGA","SOROTI","elec_cons",0,NA
"631",2019,"UGA","SSEMBABULE","elec_cons",18,NA
"632",2019,"UGA","TORORO","elec_cons",11,NA
"633",2019,"UGA","WAKISO","elec_cons",140,NA
"634",2019,"UGA","YUMBE","elec_cons",14,NA
"635",2019,"UGA","ZOMBO","elec_cons",20,NA
"636",2019,"UGA","BUIKWE","gas_cons",49,NA
"637",2019,"UGA","HOIMA","gas_cons",43,NA
"638",2019,"UGA","IBANDA","gas_cons",13,NA
"639",2019,"UGA","KABALE","gas_cons",103,NA
"640",2019,"UGA","KAMPALA","gas_cons",100,NA
"641",2019,"UGA","MITYANA","gas_cons",31,NA
"642",2019,"UGA","MPIGI","gas_cons",37,NA
"643",2019,"UGA","ABIM","totbiom_cons",1634,NA
"644",2019,"UGA","AGAGO","totbiom_cons",1600,NA
"645",2019,"UGA","ALEBTONG","totbiom_cons",2193,NA
"646",2019,"UGA","AMOLATAR","totbiom_cons",951,NA
"647",2019,"UGA","AMUDAT","totbiom_cons",1414,NA
"648",2019,"UGA","AMURU","totbiom_cons",1207,NA
"649",2019,"UGA","APAC","totbiom_cons",1881,NA
"650",2019,"UGA","ARUA","totbiom_cons",2709,NA
"651",2019,"UGA","BUDUDA","totbiom_cons",1987,NA
"652",2019,"UGA","BUGIRI","totbiom_cons",692,NA
"653",2019,"UGA","BUHWEJU","totbiom_cons",1206,NA
"654",2019,"UGA","BUIKWE","totbiom_cons",1167,NA
"655",2019,"UGA","BUKEDEA","totbiom_cons",642,NA
"656",2019,"UGA","BUKOMANSIMBI","totbiom_cons",1621,NA
"657",2019,"UGA","BULAMBULI","totbiom_cons",1759,NA
"658",2019,"UGA","BUNYANGABU","totbiom_cons",613,NA
"659",2019,"UGA","BUSHENYI","totbiom_cons",1377,NA
"660",2019,"UGA","BUSIA","totbiom_cons",1820,NA
"661",2019,"UGA","BUTALEJA","totbiom_cons",885,NA
"662",2019,"UGA","BUTAMBALA","totbiom_cons",3026,NA
"663",2019,"UGA","BUVUMA","totbiom_cons",1334,NA
"664",2019,"UGA","BUYENDE","totbiom_cons",1037,NA
"665",2019,"UGA","DOKOLO","totbiom_cons",1687,NA
"666",2019,"UGA","GULU","totbiom_cons",1803,NA
"667",2019,"UGA","HOIMA","totbiom_cons",1809,NA
"668",2019,"UGA","IBANDA","totbiom_cons",1674,NA
"669",2019,"UGA","IGANGA","totbiom_cons",1504,NA
"670",2019,"UGA","ISINGIRO","totbiom_cons",949,NA
"671",2019,"UGA","JINJA","totbiom_cons",796,NA
"672",2019,"UGA","KAABONG","totbiom_cons",638,NA
"673",2019,"UGA","KABALE","totbiom_cons",1684,NA
"674",2019,"UGA","KABAROLE","totbiom_cons",1182,NA
"675",2019,"UGA","KAGADI","totbiom_cons",1385,NA
"676",2019,"UGA","KAKUMIRO","totbiom_cons",126,NA
"677",2019,"UGA","KALANGALA","totbiom_cons",2027,NA
"678",2019,"UGA","KALIRO","totbiom_cons",1278,NA
"679",2019,"UGA","KALUNGU","totbiom_cons",1996,NA
"680",2019,"UGA","KAMPALA","totbiom_cons",2795,NA
"681",2019,"UGA","KAMULI","totbiom_cons",393,NA
"682",2019,"UGA","KAMWENGE","totbiom_cons",390,NA
"683",2019,"UGA","KANUNGU","totbiom_cons",779,NA
"684",2019,"UGA","KAPELEBYONG","totbiom_cons",1058,NA
"685",2019,"UGA","KASESE","totbiom_cons",287,NA
"686",2019,"UGA","KASSANDA","totbiom_cons",3100,NA
"687",2019,"UGA","KATAKWI","totbiom_cons",779,NA
"688",2019,"UGA","KAYUNGA","totbiom_cons",2767,NA
"689",2019,"UGA","KIBAALE","totbiom_cons",450,NA
"690",2019,"UGA","KIBOGA","totbiom_cons",921,NA
"691",2019,"UGA","KIKUUBE","totbiom_cons",963,NA
"692",2019,"UGA","KIRUHURA","totbiom_cons",1277,NA
"693",2019,"UGA","KIRYANDONGO","totbiom_cons",797,NA
"694",2019,"UGA","KISORO","totbiom_cons",1141,NA
"695",2019,"UGA","KITGUM","totbiom_cons",1408,NA
"696",2019,"UGA","KOBOKO","totbiom_cons",1841,NA
"697",2019,"UGA","KOLE","totbiom_cons",1388,NA
"698",2019,"UGA","KOTIDO","totbiom_cons",667,NA
"699",2019,"UGA","KUMI","totbiom_cons",1187,NA
"700",2019,"UGA","KWANIA","totbiom_cons",1930,NA
"701",2019,"UGA","KWEEN","totbiom_cons",1935,NA
"702",2019,"UGA","KYANKWANZI","totbiom_cons",2250,NA
"703",2019,"UGA","KYEGEGWA","totbiom_cons",1460,NA
"704",2019,"UGA","KYENJOJO","totbiom_cons",1377,NA
"705",2019,"UGA","KYOTERA","totbiom_cons",1693,NA
"706",2019,"UGA","LIRA","totbiom_cons",895,NA
"707",2019,"UGA","LUUKA","totbiom_cons",444,NA
"708",2019,"UGA","LUWERO","totbiom_cons",2241,NA
"709",2019,"UGA","LWENGO","totbiom_cons",2115,NA
"710",2019,"UGA","LYANTONDE","totbiom_cons",1075,NA
"711",2019,"UGA","MANAFWA","totbiom_cons",3121,NA
"712",2019,"UGA","MARACHA","totbiom_cons",1366,NA
"713",2019,"UGA","MASAKA","totbiom_cons",1257,NA
"714",2019,"UGA","MASINDI","totbiom_cons",746,NA
"715",2019,"UGA","MAYUGE","totbiom_cons",2022,NA
"716",2019,"UGA","MBALE","totbiom_cons",1752,NA
"717",2019,"UGA","MBARARA","totbiom_cons",1049,NA
"718",2019,"UGA","MITOOMA","totbiom_cons",2483,NA
"719",2019,"UGA","MITYANA","totbiom_cons",1116,NA
"720",2019,"UGA","MOROTO","totbiom_cons",177,NA
"721",2019,"UGA","MOYO","totbiom_cons",1037,NA
"722",2019,"UGA","MPIGI","totbiom_cons",3273,NA
"723",2019,"UGA","MUBENDE","totbiom_cons",667,NA
"724",2019,"UGA","MUKONO","totbiom_cons",1740,NA
"725",2019,"UGA","NABILATUK","totbiom_cons",98,NA
"726",2019,"UGA","NAKAPIRIPIRIT","totbiom_cons",1360,NA
"727",2019,"UGA","NAKASEKE","totbiom_cons",1687,NA
"728",2019,"UGA","NAMAYINGO","totbiom_cons",1075,NA
"729",2019,"UGA","NAMISINDWA","totbiom_cons",1611,NA
"730",2019,"UGA","NAMUTUMBA","totbiom_cons",729,NA
"731",2019,"UGA","NAPAK","totbiom_cons",2191,NA
"732",2019,"UGA","NEBBI","totbiom_cons",2521,NA
"733",2019,"UGA","NTOROKO","totbiom_cons",3057,NA
"734",2019,"UGA","NTUNGAMO","totbiom_cons",2060,NA
"735",2019,"UGA","OMORO","totbiom_cons",897,NA
"736",2019,"UGA","OTUKE","totbiom_cons",1009,NA
"737",2019,"UGA","OYAM","totbiom_cons",1823,NA
"738",2019,"UGA","PADER","totbiom_cons",512,NA
"739",2019,"UGA","PAKWACH","totbiom_cons",2410,NA
"740",2019,"UGA","PALLISA","totbiom_cons",3372,NA
"741",2019,"UGA","RAKAI","totbiom_cons",1630,NA
"742",2019,"UGA","RUBANDA","totbiom_cons",1596,NA
"743",2019,"UGA","RUKIGA","totbiom_cons",1821,NA
"744",2019,"UGA","RUKUNGIRI","totbiom_cons",1290,NA
"745",2019,"UGA","SERERE","totbiom_cons",3012,NA
"746",2019,"UGA","SHEEMA","totbiom_cons",1000,NA
"747",2019,"UGA","SIRONKO","totbiom_cons",2208,NA
"748",2019,"UGA","SOROTI","totbiom_cons",1204,NA
"749",2019,"UGA","SSEMBABULE","totbiom_cons",1680,NA
"750",2019,"UGA","TORORO","totbiom_cons",1886,NA
"751",2019,"UGA","WAKISO","totbiom_cons",1425,NA
"752",2019,"UGA","YUMBE","totbiom_cons",1343,NA
"753",2019,"UGA","ZOMBO","totbiom_cons",664,NA
"754",2020,"MEX","Ags.","elec_cons",1394,"mx-ag"
"755",2020,"MEX","BC","elec_cons",2920,"mx-bc"
"756",2020,"MEX","BCS","elec_cons",2499,"mx-bs"
"757",2020,"MEX","CDMX","elec_cons",1495,"mx-df"
"758",2020,"MEX","Camp.","elec_cons",1700,"mx-cm"
"759",2020,"MEX","Chih.","elec_cons",2415,"mx-ch"
"760",2020,"MEX","Chis.","elec_cons",1490,"mx-cs"
"761",2020,"MEX","Coah.","elec_cons",2325,"mx-co"
"762",2020,"MEX","Col.","elec_cons",2361,"mx-cl"
"763",2020,"MEX","Dgo.","elec_cons",1351,"mx-dg"
"764",2020,"MEX","Gro.","elec_cons",1772,"mx-gr"
"765",2020,"MEX","Gto.","elec_cons",1272,"mx-gj"
"766",2020,"MEX","Hgo.","elec_cons",1262,"mx-hg"
"767",2020,"MEX","Jal.","elec_cons",1215,"mx-ja"
"768",2020,"MEX","Mex.","elec_cons",1601,"mx-mx"
"769",2020,"MEX","Mich.","elec_cons",2017,"mx-mi"
"770",2020,"MEX","Mor.","elec_cons",1371,"mx-mo"
"771",2020,"MEX","NL","elec_cons",1952,"mx-nl"
"772",2020,"MEX","Nay.","elec_cons",1742,"mx-na"
"773",2020,"MEX","Oax.","elec_cons",1509,"mx-oa"
"774",2020,"MEX","Pue.","elec_cons",1117,"mx-pu"
"775",2020,"MEX","Q. Roo","elec_cons",1633,"mx-qr"
"776",2020,"MEX","Qro.","elec_cons",1986,"mx-qt"
"777",2020,"MEX","SLP","elec_cons",1252,"mx-sl"
"778",2020,"MEX","Sin.","elec_cons",3657,"mx-si"
"779",2020,"MEX","Son.","elec_cons",3869,"mx-so"
"780",2020,"MEX","Tab.","elec_cons",1292,"mx-tb"
"781",2020,"MEX","Tamps.","elec_cons",2590,"mx-tm"
"782",2020,"MEX","Tlax.","elec_cons",1180,"mx-tl"
"783",2020,"MEX","Ver.","elec_cons",1074,"mx-ve"
"784",2020,"MEX","Yuc.","elec_cons",1802,"mx-yu"
"785",2020,"MEX","Zac.","elec_cons",1034,"mx-za"
"786",2020,"MEX","Ags.","gas_cons",1860,"mx-ag"
"787",2020,"MEX","BC","gas_cons",2370,"mx-bc"
"788",2020,"MEX","BCS","gas_cons",1399,"mx-bs"
"789",2020,"MEX","CDMX","gas_cons",2390,"mx-df"
"790",2020,"MEX","Camp.","gas_cons",1444,"mx-cm"
"791",2020,"MEX","Chih.","gas_cons",2052,"mx-ch"
"792",2020,"MEX","Chis.","gas_cons",1355,"mx-cs"
"793",2020,"MEX","Coah.","gas_cons",2000,"mx-co"
"794",2020,"MEX","Col.","gas_cons",1529,"mx-cl"
"795",2020,"MEX","Dgo.","gas_cons",1917,"mx-dg"
"796",2020,"MEX","Gro.","gas_cons",1602,"mx-gr"
"797",2020,"MEX","Gto.","gas_cons",1758,"mx-gj"
"798",2020,"MEX","Hgo.","gas_cons",2008,"mx-hg"
"799",2020,"MEX","Jal.","gas_cons",1759,"mx-ja"
"800",2020,"MEX","Mex.","gas_cons",1829,"mx-mx"
"801",2020,"MEX","Mich.","gas_cons",1615,"mx-mi"
"802",2020,"MEX","Mor.","gas_cons",1758,"mx-mo"
"803",2020,"MEX","NL","gas_cons",925,"mx-nl"
"804",2020,"MEX","Nay.","gas_cons",1685,"mx-na"
"805",2020,"MEX","Oax.","gas_cons",1282,"mx-oa"
"806",2020,"MEX","Pue.","gas_cons",1694,"mx-pu"
"807",2020,"MEX","Q. Roo","gas_cons",1013,"mx-qr"
"808",2020,"MEX","Qro.","gas_cons",1806,"mx-qt"
"809",2020,"MEX","SLP","gas_cons",1610,"mx-sl"
"810",2020,"MEX","Sin.","gas_cons",1869,"mx-si"
"811",2020,"MEX","Son.","gas_cons",1797,"mx-so"
"812",2020,"MEX","Tab.","gas_cons",1065,"mx-tb"
"813",2020,"MEX","Tamps.","gas_cons",1575,"mx-tm"
"814",2020,"MEX","Tlax.","gas_cons",2169,"mx-tl"
"815",2020,"MEX","Ver.","gas_cons",1437,"mx-ve"
"816",2020,"MEX","Yuc.","gas_cons",984,"mx-yu"
"817",2020,"MEX","Zac.","gas_cons",2055,"mx-za"
"818",2020,"MEX","Ags.","totbiom_cons",1017,"mx-ag"
"819",2020,"MEX","BC","totbiom_cons",694,"mx-bc"
"820",2020,"MEX","BCS","totbiom_cons",1420,"mx-bs"
"821",2020,"MEX","CDMX","totbiom_cons",1726,"mx-df"
"822",2020,"MEX","Camp.","totbiom_cons",1932,"mx-cm"
"823",2020,"MEX","Chih.","totbiom_cons",2337,"mx-ch"
"824",2020,"MEX","Chis.","totbiom_cons",5842,"mx-cs"
"825",2020,"MEX","Coah.","totbiom_cons",1235,"mx-co"
"826",2020,"MEX","Col.","totbiom_cons",1535,"mx-cl"
"827",2020,"MEX","Dgo.","totbiom_cons",2293,"mx-dg"
"828",2020,"MEX","Gro.","totbiom_cons",4525,"mx-gr"
"829",2020,"MEX","Gto.","totbiom_cons",361,"mx-gj"
"830",2020,"MEX","Hgo.","totbiom_cons",266,"mx-hg"
"831",2020,"MEX","Jal.","totbiom_cons",346,"mx-ja"
"832",2020,"MEX","Mex.","totbiom_cons",3146,"mx-mx"
"833",2020,"MEX","Mich.","totbiom_cons",1344,"mx-mi"
"834",2020,"MEX","Mor.","totbiom_cons",545,"mx-mo"
"835",2020,"MEX","NL","totbiom_cons",318,"mx-nl"
"836",2020,"MEX","Nay.","totbiom_cons",353,"mx-na"
"837",2020,"MEX","Oax.","totbiom_cons",5596,"mx-oa"
"838",2020,"MEX","Pue.","totbiom_cons",3153,"mx-pu"
"839",2020,"MEX","Q. Roo","totbiom_cons",2117,"mx-qr"
"840",2020,"MEX","Qro.","totbiom_cons",2284,"mx-qt"
"841",2020,"MEX","SLP","totbiom_cons",1478,"mx-sl"
"842",2020,"MEX","Sin.","totbiom_cons",1544,"mx-si"
"843",2020,"MEX","Son.","totbiom_cons",600,"mx-so"
"844",2020,"MEX","Tab.","totbiom_cons",2695,"mx-tb"
"845",2020,"MEX","Tamps.","totbiom_cons",274,"mx-tm"
"846",2020,"MEX","Tlax.","totbiom_cons",2779,"mx-tl"
"847",2020,"MEX","Ver.","totbiom_cons",6057,"mx-ve"
"848",2020,"MEX","Yuc.","totbiom_cons",1311,"mx-yu"
"849",2020,"MEX","Zac.","totbiom_cons",1268,"mx-za"
"850",2020,"RUS","1","elec_cons",862,NA
"851",2020,"RUS","10","elec_cons",915,NA
"852",2020,"RUS","11","elec_cons",929,NA
"853",2020,"RUS","12","elec_cons",867,NA
"854",2020,"RUS","14","elec_cons",925,NA
"855",2020,"RUS","15","elec_cons",896,NA
"856",2020,"RUS","17","elec_cons",864,NA
"857",2020,"RUS","18","elec_cons",821,NA
"858",2020,"RUS","19","elec_cons",935,NA
"859",2020,"RUS","20","elec_cons",904,NA
"860",2020,"RUS","22","elec_cons",842,NA
"861",2020,"RUS","24","elec_cons",796,NA
"862",2020,"RUS","25","elec_cons",687,NA
"863",2020,"RUS","26","elec_cons",759,NA
"864",2020,"RUS","27","elec_cons",949,NA
"865",2020,"RUS","28","elec_cons",913,NA
"866",2020,"RUS","29","elec_cons",1020,NA
"867",2020,"RUS","3","elec_cons",889,NA
"868",2020,"RUS","30","elec_cons",1244,NA
"869",2020,"RUS","32","elec_cons",720,NA
"870",2020,"RUS","33","elec_cons",777,NA
"871",2020,"RUS","34","elec_cons",887,NA
"872",2020,"RUS","35","elec_cons",985,NA
"873",2020,"RUS","36","elec_cons",766,NA
"874",2020,"RUS","37","elec_cons",718,NA
"875",2020,"RUS","38","elec_cons",932,NA
"876",2020,"RUS","4","elec_cons",679,NA
"877",2020,"RUS","40","elec_cons",983,NA
"878",2020,"RUS","41","elec_cons",856,NA
"879",2020,"RUS","42","elec_cons",775,NA
"880",2020,"RUS","44","elec_cons",1268,NA
"881",2020,"RUS","45","elec_cons",1115,NA
"882",2020,"RUS","46","elec_cons",1073,NA
"883",2020,"RUS","47","elec_cons",739,NA
"884",2020,"RUS","49","elec_cons",949,NA
"885",2020,"RUS","5","elec_cons",1228,NA
"886",2020,"RUS","50","elec_cons",866,NA
"887",2020,"RUS","52","elec_cons",885,NA
"888",2020,"RUS","53","elec_cons",660,NA
"889",2020,"RUS","54","elec_cons",894,NA
"890",2020,"RUS","56","elec_cons",724,NA
"891",2020,"RUS","57","elec_cons",870,NA
"892",2020,"RUS","58","elec_cons",976,NA
